Delivery_person_Age,Delivery_person_Ratings,distance,order_preparation_time,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min)
27.0,5.0,10.0,10.0,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,27
28.0,4.5,10.0,10.0,Sunny,Medium,0,motorcycle,1.0,No,Urban,25
32.0,5.0,4.0,15.0,Stormy,Medium,2,scooter,1.0,No,Metropolitian,31
29.566910587697233,4.6337736972250205,16.0,1310.0,Fog,Jam,2,scooter,1.0,No,Metropolitian,39
27.0,4.6,10.0,215.0,Sunny,Medium,0,motorcycle,0.0,No,Metropolitian,20
35.0,3.9,12.0,15.0,Windy,Jam,1,motorcycle,2.0,No,Metropolitian,38
22.0,4.6,4.0,70.0,Windy,Low,1,motorcycle,1.0,No,Metropolitian,19
35.0,4.7,4.0,10.0,Sunny,Jam,2,electric_scooter,1.0,No,Metropolitian,17
30.0,4.6,1.0,15.0,Cloudy,Low,0,motorcycle,0.0,No,Urban,24
39.0,4.8,3.0,5.0,Fog,High,2,scooter,1.0,No,Urban,26
33.0,4.8,9.0,1215.0,Sandstorms,Medium,2,motorcycle,1.0,No,Metropolitian,28
20.0,4.7,12.0,5.0,Sandstorms,Medium,2,scooter,1.0,No,Urban,16
20.0,4.7,4.0,10.0,Fog,Medium,2,motorcycle,0.0,No,Urban,17
34.0,4.2,9.0,5.0,Windy,Low,0,motorcycle,0.0,No,Urban,24
22.0,4.7,10.0,15.0,Windy,Medium,0,motorcycle,0.7446345675136238,No,Metropolitian,24
37.0,4.3,2.0,10.0,Stormy,High,2,scooter,1.0,No,Metropolitian,34
20.0,4.8,1.0,15.0,Cloudy,Low,1,motorcycle,1.0,No,Urban,16
33.0,4.9,7.0,10.0,Windy,Low,1,motorcycle,1.0,No,Metropolitian,26
21.0,5.0,19.0,5.0,Fog,Medium,1,motorcycle,1.0,No,Metropolitian,25
33.0,4.6,10.0,15.0,Fog,Medium,0,motorcycle,2.0,No,Metropolitian,49
24.0,4.6,12.0,10.0,Windy,Medium,2,electric_scooter,0.0,No,Urban,24
36.0,4.7,3.0,580.0,Sandstorms,High,2,scooter,2.0,No,Metropolitian,32
30.0,4.6,4.0,1275.0,Sunny,Medium,0,motorcycle,1.0,No,Metropolitian,26
32.0,4.9,13.0,15.0,Sandstorms,Low,1,scooter,1.0,No,Metropolitian,24
28.0,4.6,19.0,5.0,Stormy,Jam,2,electric_scooter,0.0,No,Metropolitian,16
21.0,4.7,19.0,10.0,Windy,Jam,2,scooter,1.0,No,Metropolitian,27
39.0,4.9,3.0,5.0,Fog,High,0,motorcycle,1.0,No,Metropolitian,25
32.0,4.7,3.0,675.0,Cloudy,Low,0,motorcycle,0.0,No,Metropolitian,26
20.0,4.5,9.0,5.0,Sandstorms,Jam,1,scooter,1.0,No,Urban,25
29.566910587697233,4.6337736972250205,4.0,45.0,Fog,Low,0,motorcycle,1.0,No,Metropolitian,26
36.0,5.0,1.0,5.0,Fog,Low,2,scooter,1.0,No,Urban,15
28.0,4.8,3.0,790.0,Sunny,Low,1,scooter,1.0,No,Urban,18
32.0,4.5,7.0,5.0,Fog,Jam,0,motorcycle,1.0,No,Metropolitian,30
39.0,4.4,17.0,105.0,Cloudy,Jam,1,scooter,1.0,No,Metropolitian,46
30.0,4.7,16.0,5.0,Windy,Low,0,motorcycle,1.0,No,Metropolitian,24
32.0,4.4,6.0,1090.0,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,37
23.0,4.6,13.0,5.0,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,27
21.0,4.8,6.0,10.0,Windy,Medium,2,scooter,1.0,No,Metropolitian,27
31.0,4.2,9.0,10.0,Windy,Medium,2,electric_scooter,1.0,No,Metropolitian,32
37.0,4.6,3.0,585.0,Stormy,High,2,electric_scooter,1.0,No,Urban,28
20.0,4.5,7.0,5.0,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,29
28.0,4.5,1.0,10.0,Sandstorms,Low,0,motorcycle,1.0,No,Metropolitian,27
22.0,4.9,1.0,5.0,Cloudy,Low,1,motorcycle,0.0,No,Metropolitian,11
20.0,4.7,9.0,5.0,Cloudy,Medium,1,motorcycle,1.0,No,Urban,13
34.0,4.8,19.0,5.0,Windy,Low,1,scooter,1.0,No,Metropolitian,27
38.0,4.8,6.0,5.0,Windy,High,1,scooter,1.0,No,Metropolitian,25
29.566910587697233,4.6337736972250205,20.0,130.0,Fog,Low,3,scooter,1.0,No,Metropolitian,26
32.0,4.5,6.0,5.0,Cloudy,High,2,motorcycle,1.0,No,Metropolitian,27
34.0,4.9,16.0,10.0,Sunny,Low,2,scooter,1.0,No,Metropolitian,26
33.0,3.9,13.0,5.0,Windy,Medium,2,electric_scooter,1.0,No,Metropolitian,32
34.0,4.5,3.0,10.0,Windy,Low,1,motorcycle,1.0,No,Metropolitian,25
32.0,4.6,4.0,1425.0,Stormy,Jam,2,motorcycle,1.0,No,Metropolitian,32
29.566910587697233,4.6337736972250205,10.0,70.0,Sunny,Low,1,scooter,2.0,Yes,Metropolitian,42
34.0,4.7,7.0,15.0,Sunny,Jam,0,motorcycle,1.0,No,Metropolitian,29
26.0,4.6,10.0,5.0,Cloudy,Jam,1,scooter,0.0,No,Metropolitian,32
31.0,4.0,12.0,10.0,Cloudy,Low,0,motorcycle,1.0,No,Metropolitian,35
39.0,4.8,6.0,15.0,Sunny,High,0,motorcycle,1.0,No,Metropolitian,27
27.0,4.8,1.0,10.0,Sunny,Low,1,motorcycle,0.0,No,Metropolitian,15
32.0,5.0,7.0,15.0,Cloudy,Jam,2,scooter,1.0,No,Urban,27
32.0,4.5,7.0,5.0,Stormy,Medium,0,motorcycle,1.0,No,Metropolitian,30
39.0,4.1,10.0,10.0,Sunny,Medium,0,motorcycle,1.0,No,Metropolitian,32
36.0,4.8,1.0,5.0,Stormy,Low,2,electric_scooter,0.0,No,Metropolitian,25
37.0,4.1,4.0,225.0,Windy,Medium,0,motorcycle,1.0,No,Metropolitian,38
37.0,4.8,9.0,1390.0,Fog,Jam,1,scooter,1.0,No,Metropolitian,26
38.0,3.7,16.0,10.0,Stormy,Jam,1,motorcycle,1.0,No,Metropolitian,31
28.0,4.7,3.0,15.0,Stormy,High,2,scooter,1.0,No,Metropolitian,28
34.0,3.8,16.0,15.0,Stormy,Medium,1,scooter,0.0,No,Metropolitian,31
32.0,4.9,17.0,10.0,Cloudy,Low,1,motorcycle,1.0,No,Metropolitian,29
22.0,4.7,8.0,5.0,Windy,Low,1,motorcycle,0.0,No,Urban,17
31.0,4.0,13.0,10.0,Windy,Medium,0,motorcycle,3.0,Yes,Metropolitian,45
27.0,4.0,12.0,1280.0,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,34
29.0,4.9,17.0,10.0,Windy,Jam,1,scooter,0.0,No,Metropolitian,24
38.0,4.8,9.0,15.0,Sandstorms,Jam,0,motorcycle,3.0,No,Metropolitian,44
35.0,4.8,7.0,15.0,Cloudy,Jam,2,motorcycle,2.0,No,Metropolitian,36
31.0,4.9,4.0,5.0,Sunny,Jam,0,motorcycle,0.0,No,Metropolitian,28
30.0,4.3,13.0,5.0,Windy,Medium,1,scooter,2.0,No,Metropolitian,37
24.0,4.9,9.0,1210.0,Fog,Medium,1,motorcycle,0.0,No,Urban,10
33.0,4.8,13.0,15.0,Stormy,Low,2,motorcycle,0.0,No,Urban,23
29.0,4.6,10.0,15.0,Sandstorms,Low,0,motorcycle,0.0,No,Metropolitian,22
38.0,4.6,6.0,10.0,Stormy,High,2,scooter,1.0,No,Metropolitian,26
26.0,4.9,9.0,5.0,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,34
39.0,4.8,6.0,15.0,Sandstorms,Medium,2,scooter,0.0,No,Metropolitian,26
24.0,4.5,17.0,5.0,Fog,Low,0,motorcycle,0.7446345675136238,No,Metropolitian,21
34.0,4.2,9.0,1360.0,Stormy,Low,0,motorcycle,1.0,No,Metropolitian,28
26.0,4.7,8.0,10.0,Windy,Low,2,motorcycle,0.0,No,Metropolitian,14
35.0,4.7,6.0,5.0,Cloudy,Medium,2,motorcycle,1.0,No,Metropolitian,17
36.0,4.2,4.0,5.0,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,37
24.0,2.6,16.0,15.0,Sunny,Low,1,motorcycle,1.0,Yes,Metropolitian,42
29.566910587697233,4.6337736972250205,10.0,1200.0,Sunny,Medium,0,motorcycle,0.0,No,Urban,17
33.0,4.3,16.0,10.0,Cloudy,Medium,1,motorcycle,1.0,No,Metropolitian,34
26.0,4.6,16.0,15.0,Windy,Medium,1,motorcycle,1.0,No,Metropolitian,25
32.0,5.0,17.0,15.0,Windy,Jam,1,scooter,1.0,No,Urban,30
37.0,4.9,13.0,15.0,Fog,Jam,0,motorcycle,2.0,No,Metropolitian,48
26.0,4.9,20.0,1295.0,Stormy,Low,2,scooter,1.0,No,Metropolitian,18
31.0,4.8,20.0,5.0,Stormy,Low,1,scooter,0.0,No,Metropolitian,28
37.0,4.6,13.0,5.0,Stormy,Medium,1,motorcycle,1.0,No,Urban,26
26.0,4.7,16.0,15.0,Sunny,Jam,2,scooter,0.0,No,Urban,16
37.0,4.8,4.0,5.0,Cloudy,Jam,0,motorcycle,0.0,No,Metropolitian,25
22.0,4.6,20.0,10.0,Sunny,Jam,2,motorcycle,0.0,No,Metropolitian,22
21.0,4.4,4.0,15.0,Windy,Low,0,motorcycle,0.0,No,Metropolitian,15
22.0,4.0,1.0,10.0,Sandstorms,Low,0,motorcycle,1.0,No,Urban,28
38.0,4.5,1.0,5.0,Windy,Low,1,motorcycle,1.0,No,Urban,20
28.0,4.0,6.0,15.0,Stormy,High,0,motorcycle,1.0,No,Metropolitian,32
29.0,4.7,20.0,5.0,Sandstorms,Jam,1,scooter,0.0,No,Urban,17
31.0,4.9,6.0,15.0,Cloudy,High,1,motorcycle,1.0,No,Metropolitian,38
24.0,4.8,3.0,10.0,Cloudy,Low,2,scooter,0.0,No,Metropolitian,14
33.0,4.8,6.0,15.0,Windy,Medium,1,motorcycle,1.0,No,Metropolitian,26
26.0,4.9,13.0,5.0,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,30
29.566910587697233,4.6337736972250205,12.0,40.0,Windy,Low,1,scooter,1.0,No,Metropolitian,28
20.0,4.7,7.0,15.0,Cloudy,Jam,1,scooter,1.0,No,Metropolitian,29
29.0,4.8,19.0,5.0,Windy,Low,1,scooter,0.0,No,Urban,12
32.0,4.0,10.0,5.0,Windy,Medium,0,motorcycle,3.0,Yes,Urban,49
20.0,4.9,16.0,10.0,Fog,Medium,0,motorcycle,1.0,No,Metropolitian,42
26.0,5.0,10.0,1280.0,Sandstorms,Medium,2,electric_scooter,1.0,No,Urban,24
38.0,4.8,16.0,1335.0,Cloudy,Jam,2,motorcycle,1.0,No,Metropolitian,46
34.0,4.6,6.0,5.0,Sandstorms,High,2,electric_scooter,1.0,No,Urban,27
27.0,4.5,2.0,5.0,Stormy,Low,1,motorcycle,0.0,No,Metropolitian,13
29.0,5.0,10.0,15.0,Windy,Jam,1,motorcycle,1.0,No,Metropolitian,25
24.0,4.9,19.0,15.0,Windy,Jam,2,motorcycle,1.0,No,Urban,24
21.0,4.9,1.0,15.0,Cloudy,Low,1,motorcycle,0.0,No,Metropolitian,12
33.0,4.4,1.0,15.0,Windy,Low,0,motorcycle,1.0,No,Metropolitian,24
35.0,4.7,9.0,10.0,Sandstorms,Jam,1,motorcycle,1.0,No,Metropolitian,29
35.0,4.7,12.0,5.0,Stormy,Low,2,scooter,1.0,No,Metropolitian,18
29.566910587697233,4.6337736972250205,19.0,35.0,Fog,Low,3,scooter,1.0,No,Metropolitian,20
29.566910587697233,4.6337736972250205,4.0,1215.0,Stormy,Medium,0,motorcycle,0.0,No,Metropolitian,13
29.0,4.8,10.0,10.0,Cloudy,Low,1,motorcycle,1.0,No,Metropolitian,23
21.0,4.9,12.0,5.0,Windy,Low,0,motorcycle,1.0,No,Metropolitian,19
29.0,4.6,17.0,5.0,Windy,Jam,0,motorcycle,1.0,No,Urban,29
22.0,4.7,13.0,15.0,Sunny,Jam,0,motorcycle,0.0,No,Metropolitian,24
29.566910587697233,4.6337736972250205,6.0,1415.0,Fog,Low,1,scooter,0.0,No,Urban,27
24.0,4.4,11.0,45.0,Cloudy,Jam,2,scooter,0.0,No,Metropolitian,40
23.0,4.9,1.0,15.0,Stormy,High,2,scooter,0.0,No,Metropolitian,22
27.0,4.6,1.0,5.0,Windy,High,2,scooter,0.7446345675136238,No,Urban,12
33.0,4.1,12.0,5.0,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,43
35.0,4.6,16.0,15.0,Windy,Medium,2,scooter,1.0,No,Metropolitian,26
21.0,4.7,4.0,15.0,Windy,Medium,1,scooter,0.0,No,Metropolitian,27
39.0,4.4,13.0,10.0,Fog,Low,0,motorcycle,2.0,No,Metropolitian,35
34.0,4.8,7.0,5.0,Windy,Low,2,scooter,1.0,No,Metropolitian,27
29.0,4.9,6.0,15.0,Cloudy,High,0,motorcycle,1.0,No,Urban,27
20.0,4.7,3.0,5.0,Fog,Low,1,scooter,0.0,No,Metropolitian,17
20.0,4.8,10.0,15.0,Sandstorms,Low,0,motorcycle,0.0,No,Urban,17
30.0,4.7,9.0,1305.0,Sunny,Low,1,motorcycle,0.0,No,Metropolitian,15
37.0,4.7,19.0,10.0,Fog,Jam,2,scooter,1.0,No,Metropolitian,39
39.0,4.6,4.0,10.0,Stormy,Jam,1,motorcycle,1.0,No,Metropolitian,25
26.0,5.0,16.0,5.0,Sunny,Medium,0,motorcycle,1.0,No,Metropolitian,18
32.0,4.9,12.0,220.0,Cloudy,Medium,0,motorcycle,3.0,Yes,Urban,48
21.0,4.7,13.0,10.0,Fog,Low,2,scooter,0.0,No,Metropolitian,28
35.0,4.8,3.0,730.0,Sandstorms,Low,2,scooter,0.0,No,Metropolitian,29
39.0,4.6,4.0,15.0,Sandstorms,Medium,2,motorcycle,0.0,No,Urban,32
39.0,5.0,20.0,5.0,Cloudy,Low,0,motorcycle,1.0,No,Metropolitian,41
27.0,4.9,10.0,1395.0,Cloudy,Jam,0,motorcycle,2.0,No,Metropolitian,39
33.0,4.8,4.0,5.0,Fog,Medium,2,scooter,0.0,No,Metropolitian,16
33.0,4.8,19.0,10.0,Fog,Jam,0,motorcycle,3.0,No,Metropolitian,48
37.0,4.7,10.0,15.0,Cloudy,Medium,1,motorcycle,0.0,No,Metropolitian,40
20.0,4.6,3.0,10.0,Stormy,Low,1,motorcycle,0.0,No,Urban,11
20.0,4.6,12.0,15.0,Sunny,Jam,2,motorcycle,1.0,No,Urban,19
31.0,4.2,10.0,1390.0,Cloudy,Jam,1,scooter,1.0,No,Urban,35
27.0,4.6,3.0,10.0,Sunny,High,2,electric_scooter,0.0,No,Metropolitian,16
37.0,4.9,7.0,15.0,Fog,Medium,1,scooter,0.0,No,Urban,15
34.0,4.4,7.0,1425.0,Stormy,Jam,2,scooter,1.0,No,Urban,31
25.0,4.7,9.0,10.0,Fog,Low,1,motorcycle,0.0,No,Urban,11
37.0,4.7,7.0,10.0,Cloudy,Low,0,motorcycle,1.0,No,Urban,22
23.0,4.7,10.0,15.0,Stormy,Low,1,scooter,1.0,No,Metropolitian,16
27.0,5.0,6.0,1030.0,Fog,High,0,motorcycle,0.0,No,Metropolitian,24
36.0,4.7,3.0,15.0,Cloudy,Low,2,electric_scooter,0.0,No,Urban,16
30.0,4.3,20.0,10.0,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,42
20.0,4.9,1.0,585.0,Cloudy,High,1,motorcycle,1.0,No,Metropolitian,31
28.0,4.7,10.0,15.0,Fog,Jam,1,scooter,1.0,No,Metropolitian,31
36.0,4.0,3.0,10.0,Windy,Low,0,motorcycle,0.0,No,Metropolitian,33
20.0,4.7,7.0,5.0,Stormy,Low,2,scooter,1.0,No,Metropolitian,16
22.0,4.7,16.0,10.0,Windy,Low,0,motorcycle,1.0,No,Metropolitian,16
28.0,4.7,17.0,10.0,Sandstorms,Medium,1,motorcycle,0.7446345675136238,No,Metropolitian,25
34.0,4.8,1.0,5.0,Cloudy,Low,2,electric_scooter,1.0,No,Metropolitian,18
25.0,4.8,16.0,15.0,Windy,Medium,1,scooter,0.0,No,Metropolitian,26
38.0,5.0,7.0,15.0,Sandstorms,Jam,1,scooter,1.0,No,Metropolitian,34
34.0,3.5,11.0,5.0,Windy,Medium,2,motorcycle,1.0,No,Metropolitian,32
24.0,4.9,16.0,5.0,Windy,Jam,1,motorcycle,0.0,No,Metropolitian,22
33.0,4.6,13.0,10.0,Windy,Jam,0,motorcycle,2.0,Yes,Urban,50
21.0,4.6,3.0,575.0,Stormy,High,1,scooter,1.0,No,Urban,16
25.0,4.6,9.0,10.0,Stormy,Medium,0,motorcycle,0.0,No,Metropolitian,23
23.0,4.9,6.0,5.0,Windy,High,0,motorcycle,1.0,No,Metropolitian,19
34.0,4.9,7.0,15.0,Stormy,Low,1,motorcycle,1.0,No,Metropolitian,25
25.0,4.7,10.0,5.0,Fog,Medium,2,scooter,1.0,No,Metropolitian,37
28.0,4.9,13.0,5.0,Sandstorms,Low,2,electric_scooter,0.0,No,Metropolitian,10
34.0,3.7,16.0,10.0,Stormy,Jam,1,scooter,1.0,No,Metropolitian,34
24.0,4.5,16.0,10.0,Stormy,Low,1,scooter,1.0,No,Metropolitian,14
31.0,5.0,9.0,5.0,Cloudy,Jam,1,motorcycle,1.0,No,Metropolitian,26
38.0,4.6,9.0,10.0,Sandstorms,Jam,1,scooter,1.0,No,Metropolitian,30
32.0,4.8,13.0,15.0,Sunny,Medium,1,motorcycle,0.0,No,Metropolitian,17
28.0,5.0,13.0,1220.0,Sandstorms,Medium,0,motorcycle,0.0,No,Metropolitian,29
29.0,4.5,13.0,1275.0,Fog,Medium,0,motorcycle,1.0,No,Metropolitian,37
28.0,4.8,20.0,100.0,Sandstorms,Jam,2,electric_scooter,0.0,No,Metropolitian,23
39.0,4.8,7.0,1420.0,Windy,Jam,1,motorcycle,1.0,No,Metropolitian,30
39.0,4.8,10.0,15.0,Windy,Jam,1,scooter,1.0,No,Metropolitian,29
26.0,4.8,3.0,700.0,Windy,Low,2,scooter,0.0,No,Metropolitian,14
33.0,4.8,4.0,10.0,Stormy,Low,2,electric_scooter,1.0,No,Metropolitian,28
37.0,4.9,4.0,15.0,Sandstorms,Jam,1,scooter,0.0,No,Metropolitian,27
29.566910587697233,4.6337736972250205,9.0,50.0,Fog,Low,3,scooter,0.0,No,Metropolitian,24
24.0,4.6,13.0,5.0,Sandstorms,Low,0,motorcycle,1.0,No,Metropolitian,16
36.0,5.0,12.0,5.0,Sandstorms,Jam,0,motorcycle,2.0,No,Metropolitian,43
22.0,4.7,13.0,5.0,Fog,Medium,0,motorcycle,3.0,No,Metropolitian,44
21.0,4.6,4.0,155.0,Stormy,Medium,0,motorcycle,1.0,No,Metropolitian,22
29.0,5.0,7.0,10.0,Windy,Low,1,scooter,0.7446345675136238,No,Urban,16
33.0,4.7,3.0,5.0,Fog,Low,2,scooter,1.0,No,Metropolitian,18
27.0,4.1,3.0,5.0,Stormy,Low,0,motorcycle,0.0,No,Metropolitian,16
29.566910587697233,4.6337736972250205,19.0,1195.0,Windy,Medium,0,motorcycle,0.0,No,Metropolitian,24
30.0,4.2,10.0,5.0,Cloudy,Jam,1,motorcycle,1.0,No,Metropolitian,46
22.0,4.8,12.0,10.0,Sunny,Medium,0,motorcycle,0.0,No,Metropolitian,26
20.0,4.9,10.0,5.0,Stormy,Medium,1,scooter,1.0,No,Urban,17
31.0,4.4,10.0,5.0,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,44
36.0,4.6,4.0,1275.0,Fog,Medium,2,scooter,1.0,No,Metropolitian,17
39.0,4.9,11.0,10.0,Windy,Jam,0,motorcycle,2.0,No,Urban,43
32.0,4.7,16.0,15.0,Fog,Low,0,motorcycle,1.0,No,Metropolitian,41
23.0,4.2,10.0,10.0,Windy,Medium,0,motorcycle,0.0,No,Metropolitian,34
30.0,3.8,12.0,10.0,Windy,Jam,2,scooter,1.0,Yes,Metropolitian,40
26.0,4.7,3.0,5.0,Windy,Low,2,scooter,0.0,No,Urban,16
29.566910587697233,4.6337736972250205,1.0,855.0,Cloudy,High,1,motorcycle,1.0,No,Metropolitian,23
21.0,4.9,1.0,10.0,Stormy,High,2,motorcycle,0.0,No,Urban,13
23.0,4.6,4.0,15.0,Stormy,Medium,2,scooter,1.0,No,Metropolitian,29
22.0,4.9,3.0,10.0,Sandstorms,High,1,motorcycle,1.0,No,Metropolitian,24
39.0,4.5,4.0,10.0,Cloudy,Medium,2,motorcycle,1.0,No,Metropolitian,16
32.0,4.1,7.0,5.0,Stormy,Jam,1,scooter,1.0,No,Metropolitian,34
25.0,4.7,16.0,15.0,Stormy,Jam,1,motorcycle,0.0,No,Metropolitian,20
30.0,5.0,6.0,15.0,Fog,High,1,motorcycle,1.0,No,Metropolitian,28
25.0,4.8,20.0,225.0,Fog,Medium,2,scooter,0.0,No,Metropolitian,30
26.0,4.7,13.0,15.0,Stormy,Low,2,scooter,0.0,No,Metropolitian,14
30.0,4.6,6.0,5.0,Windy,High,2,motorcycle,1.0,No,Urban,30
31.0,4.3,2.0,15.0,Windy,Low,0,motorcycle,1.0,No,Metropolitian,25
33.0,4.8,12.0,10.0,Sunny,Low,1,motorcycle,0.0,No,Metropolitian,28
20.0,5.0,9.0,5.0,Sunny,Low,1,scooter,0.0,No,Metropolitian,17
36.0,4.3,20.0,105.0,Windy,Jam,1,scooter,1.0,No,Urban,33
20.0,4.9,13.0,15.0,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,36
29.566910587697233,4.6337736972250205,9.0,50.0,Fog,Low,3,scooter,0.7446345675136238,No,Metropolitian,16
38.0,4.1,14.0,10.0,Sandstorms,Jam,2,scooter,2.0,No,Metropolitian,38
37.0,4.7,9.0,10.0,Cloudy,Jam,0,motorcycle,0.0,No,Metropolitian,25
28.0,5.0,16.0,95.0,Fog,Jam,2,scooter,2.0,No,Metropolitian,40
39.0,3.5,12.0,5.0,Cloudy,Low,2,motorcycle,0.0,No,Urban,32
31.0,4.0,12.0,15.0,Cloudy,Jam,1,scooter,0.0,No,Metropolitian,42
30.0,4.9,7.0,5.0,Sunny,Low,0,motorcycle,1.0,No,Urban,27
27.0,4.9,13.0,10.0,Sandstorms,Jam,2,motorcycle,1.0,No,Metropolitian,25
30.0,4.9,7.0,1305.0,Sandstorms,Low,2,motorcycle,1.0,No,Metropolitian,24
29.0,4.5,20.0,35.0,Cloudy,Jam,2,scooter,1.0,No,Urban,30
35.0,4.5,19.0,5.0,Windy,Low,0,motorcycle,1.0,No,Metropolitian,22
34.0,4.9,3.0,860.0,Windy,High,0,motorcycle,0.0,No,Metropolitian,31
37.0,4.8,12.0,5.0,Stormy,Low,2,scooter,1.0,No,Metropolitian,16
34.0,4.9,4.0,5.0,Sunny,Jam,0,motorcycle,1.0,No,Metropolitian,25
31.0,4.9,3.0,795.0,Cloudy,Low,1,scooter,0.0,No,Metropolitian,16
23.0,4.1,9.0,35.0,Fog,Jam,2,electric_scooter,1.0,No,Metropolitian,32
29.0,4.7,7.0,10.0,Sunny,Medium,0,motorcycle,1.0,No,Metropolitian,20
20.0,4.9,3.0,10.0,Stormy,Low,1,motorcycle,1.0,No,Urban,11
26.0,4.1,9.0,80.0,Sandstorms,Low,0,motorcycle,1.0,No,Urban,21
34.0,4.5,12.0,5.0,Cloudy,Jam,0,motorcycle,2.0,Yes,Urban,44
34.0,4.9,7.0,15.0,Fog,Low,1,motorcycle,1.0,No,Metropolitian,19
21.0,4.7,4.0,5.0,Stormy,Jam,2,scooter,1.0,No,Metropolitian,11
35.0,4.6,10.0,10.0,Windy,Low,0,motorcycle,1.0,No,Urban,23
20.0,4.7,16.0,5.0,Stormy,Low,2,electric_scooter,0.0,No,Metropolitian,12
24.0,4.1,19.0,15.0,Cloudy,Jam,2,electric_scooter,1.0,No,Metropolitian,39
25.0,4.5,6.0,5.0,Windy,High,1,scooter,1.0,No,Urban,16
22.0,4.8,4.0,5.0,Cloudy,Low,2,scooter,1.0,No,Urban,17
38.0,4.7,13.0,10.0,Windy,Medium,1,motorcycle,0.0,No,Urban,24
29.0,4.3,6.0,15.0,Cloudy,High,1,scooter,1.0,No,Urban,33
24.0,4.8,17.0,15.0,Sandstorms,Medium,1,scooter,1.0,No,Urban,29
36.0,4.8,20.0,15.0,Fog,Medium,0,motorcycle,1.0,No,Metropolitian,42
31.0,4.7,7.0,5.0,Windy,Low,2,electric_scooter,1.0,No,Metropolitian,28
20.0,4.8,4.0,10.0,Fog,Jam,1,scooter,1.0,No,Metropolitian,25
25.0,4.6,7.0,5.0,Sunny,Medium,1,scooter,0.0,No,Metropolitian,16
23.0,5.0,17.0,10.0,Sandstorms,Low,1,scooter,1.0,No,Urban,11
39.0,4.7,7.0,1220.0,Cloudy,Medium,0,motorcycle,2.0,No,Urban,34
21.0,4.7,17.0,15.0,Cloudy,Medium,0,motorcycle,0.0,No,Metropolitian,35
32.0,4.7,6.0,5.0,Stormy,Medium,2,scooter,1.0,No,Metropolitian,25
36.0,4.9,19.0,5.0,Sunny,Jam,1,motorcycle,1.0,No,Metropolitian,15
38.0,4.8,10.0,5.0,Cloudy,Jam,1,motorcycle,3.0,No,Metropolitian,49
34.0,4.3,17.0,10.0,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,35
23.0,2.5,16.0,15.0,Sunny,Low,1,motorcycle,1.0,No,Metropolitian,34
32.0,3.6,20.0,5.0,Stormy,Jam,2,scooter,1.0,No,Urban,39
31.0,4.8,1.0,705.0,Fog,Low,0,motorcycle,1.0,No,Metropolitian,26
22.0,4.6,12.0,15.0,Sunny,Jam,2,motorcycle,1.0,No,Metropolitian,11
34.0,3.9,12.0,10.0,Cloudy,Low,2,electric_scooter,1.0,No,Metropolitian,33
39.0,4.8,19.0,5.0,Cloudy,Jam,0,motorcycle,1.0,No,Metropolitian,47
21.0,5.0,11.0,10.0,Cloudy,Low,1,motorcycle,0.0,No,Metropolitian,25
34.0,3.9,13.0,5.0,Fog,Low,2,scooter,1.0,No,Metropolitian,37
29.566910587697233,4.6337736972250205,1.0,1415.0,Cloudy,High,0,motorcycle,0.0,No,Urban,29
28.0,4.9,12.0,10.0,Windy,Medium,1,motorcycle,1.0,No,Metropolitian,15
34.0,4.9,1.0,755.0,Windy,Low,1,motorcycle,1.0,No,Metropolitian,20
21.0,4.7,20.0,10.0,Sandstorms,Jam,1,motorcycle,0.0,No,Metropolitian,29
30.0,4.6,3.0,15.0,Fog,High,2,electric_scooter,1.0,No,Urban,30
36.0,5.0,9.0,10.0,Fog,Low,2,scooter,1.0,No,Urban,16
25.0,4.5,1.0,10.0,Cloudy,Low,0,motorcycle,0.0,No,Urban,24
38.0,4.3,17.0,15.0,Sunny,Jam,2,scooter,0.0,No,Metropolitian,31
24.0,5.0,6.0,15.0,Sunny,High,2,scooter,0.0,No,Urban,12
31.0,4.0,9.0,15.0,Sandstorms,Medium,0,motorcycle,0.0,No,Metropolitian,34
31.0,4.7,12.0,5.0,Sunny,Medium,2,electric_scooter,1.0,No,Metropolitian,29
27.0,4.6,10.0,5.0,Sunny,Jam,2,motorcycle,0.0,No,Metropolitian,13
23.0,4.8,3.0,10.0,Fog,Low,1,motorcycle,1.0,No,Urban,11
29.566910587697233,4.6337736972250205,16.0,1350.0,Fog,Low,3,scooter,0.0,No,Metropolitian,29
25.0,4.7,20.0,5.0,Sandstorms,Medium,2,scooter,1.0,No,Urban,23
